类型,书名,出版日期,出版社,现价,原价,折扣,详细说明,图片地址
Go 语言, GO语言实战 美马特 布彻MattButcher马特 法里纳MattFarina [美]马【正版】 【店主推荐，正版书放心购买，可开发票】,2019-03-01,机械工业出版社,¥39.99,¥140.00,2.86折 ,本书介绍了Go语言的实践应用技术，主要以实际应用为目的，使读者在掌握基本的Go语言知识的基础上进行更多的实践训练。本书涵盖了Go语言基本概念、Go应用程序的管理机制、创建用户界面、云基础设施、微服务器及服务到服务的通信模式等内容，并按照问题、解决方案和讨论的顺序结合具体的程序示例对70种Go语言的技术逐步进行了介绍。本书可以作为程序员解决实际问题的参考。也可以作为Go语言爱好者学习和应用的参考书。还可以作为非专业学生Go语言学习的入门参考书，也可以作为专业学生的实践参考书。,https://img3m3.ddimg.cn/42/30/11414105943-1_b_1.jpg
Go 语言, 【Go语言编程三剑客】GO语言实战+GO语言高级编程+GO web编程go语言入门到精通教程书籍 计算机编程入门程序设计 ,,人民邮电出版社,¥269.23,¥289.38,9.31折 ,,https://img3m1.ddimg.cn/59/16/11396572961-1_b_1.jpg
Go 语言, Go语言从入门到进阶实战(视频教学版) ,2018-06-01,机械工业,¥69.80,¥99.00,7.06折 ,,https://img3m7.ddimg.cn/44/35/11124901997-1_b_1.jpg
Go 语言, 【官方正版】Go语言开发实战（慕课版）GO语言程序设计入门 Golang编程从入门到精通 Beego框项目架构实战 Go 附赠PPT，教学视频，大纲，考试系统，测试,2020-07-01,人民邮电出版社,¥64.90,¥67.90,9.56折 ,,https://img3m6.ddimg.cn/40/2/1649965126-1_b_1.jpg
Go 语言, Go语言高级编程+Go语言核心编程+GoWeb编程并发编程+Go语言实战+Go程序设计语言+Go语言编程入门与实战技巧书 ,,广西美术出版社,¥561.38,¥561.38,10折,,https://img3m2.ddimg.cn/1/8/1727487532-1_b_1.jpg
Go 语言, Go语言学习笔记 Go语言实战指南 go语言编程入门教程 系统编程语言程序设计教材 go语言程序设计教程书籍 【开发票请联系在线客服】,,电子工业出版社,¥55.37,¥89.00,6.23折 ,,https://img3m4.ddimg.cn/17/2/11351061134-1_b_1.jpg
Go 语言, GO语言学习笔记 雨痕 著 电子工业出版社 【店主推荐，正版图书，可开发票】,2016-06-01,电子工业出版社,¥40.00,¥89.00,4.5折 ,传说中的雨痕老师终于将自己的《Go学习笔记》付梓了！ 一如既往的低调，也一如既往的务实。本书文风极简，干净利落。 上卷（基于Go 1.6）细致解析语言规范相关细节，下卷（基于Go 1.5.1）则对运行时源码做出深度剖析。,https://img3m6.ddimg.cn/7/36/11141653156-1_b_1.jpg
Go 语言," Go语言入门经典 (英)乔治·奥尔波(George Ornbo) 著,张海燕 译 人民邮电出版社 97871154850 正版图书保证质量 七天无理由退货让您购物无忧",2018-08-01,人民邮电出版社,¥47.20,¥59.00,8折 ,,https://img3m7.ddimg.cn/77/35/11433778367-1_b_1.jpg
Go 语言, GO语言公链开发实战 郑东旭 杨明珠 潘盈【正版书】 【店主推荐，正版书放心购买，可开发票】,2019-07-01,机械工业出版社,¥71.37,¥192.00,3.72折 ,本书的目标是引导读者全面了解区块链技术实现原理，笔者也一直坚信，了解某一系统最直接的方式就是研读它的源码，所以本书并不是只介绍区块链技术，而是深入分析其背后的实现原理。通过阅读本书，读者可以全面地了解一条公链的技术实现。本书基于比原链的源代码进行分析，比原链是一个开源的有智能合约功能的公共区块链平台，是国内的公链，目前比原链的代码量不多，而且源码结构清晰，特别适合初学者学习。,https://img3m5.ddimg.cn/23/6/11414148395-1_b_1.jpg
Go 语言, GO语言编程实战 清华大学出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2019-08-01,清华大学出版社,¥46.60,¥59.00,7.9折 ,本书通过通俗易懂的语言，丰富多彩的实例，详细介绍用Go语言程序开发知识。书中提供了大量程序案例，配有注释，读者轻松领会Go程序开发精髓，快速提高开发技能。配套讲解视频，扫描书中二维码就可以观看视频，使学习变得更加轻松,https://img3m0.ddimg.cn/68/26/11179104620-1_b_2.jpg
Go 语言, Go语言编程 柴树杉曹春辉著 go语言进阶实战云计算云存储区块链web编程书程序设计入门计算机网络电脑教程 ,,人民邮电出版社,¥72.09,¥91.78,7.86折 ,,https://img3m8.ddimg.cn/11/15/11049158648-1_b_1.jpg
Go 语言, Go语言趣学指南【新华出版自营】 ,2020-04-01,人民邮电,¥56.00,¥69.00,8.12折 ,,https://img3m5.ddimg.cn/14/25/11425515665-1_b_1.jpg
Go 语言, Go语言设计与实现人民邮电出版社雨韵图书专营店 正版图书保证质量 七天无理由退货让您购物无忧,2021-11-01,人民邮电出版社,¥118.80,¥139.80,8.5折 ,1.新颖的学，近0幅精美全彩技术配图，600多段源代码段，精炼的文字剖析，带你以不同的方式读懂Go源码，掌握Go底层原理 2.强大的读者口碑，本书基于“面向信仰编程”博客作者@Draven的开源电子书《Go语言设计与实现》，有30万读者追更，所有渠道阅读量100万+ 3.难能可贵的阅读体验，全彩印刷、精、封面选用特种纸、内文采用80g胶版纸 4.专，谢孟军、毛剑、万俊峰Kevin、张磊、无闻等业内人士力荐，大量读者热荐,https://img3m2.ddimg.cn/65/15/11434255832-1_b_1.jpg
Go 语言, Go语言从入门到项目实战（视频版） 刘瑜 电子工业出版社【正版书籍，电子发票，达额立减】 支持电子发票，如需发票请联系在线客服提供您的邮箱,2022-08-01,电子工业出版社,¥91.80,¥108.00,8.5折 ,,https://img3m1.ddimg.cn/31/5/11416295911-1_b_1.jpg
Go 语言, Go语言定制指南9787115584410 正版新书正浩图书专营店 正版图书保证质量 七天无理由退货让您购物无忧,2021-08-01,人民邮电出版社,¥60.70,¥79.90,7.6折 ,1.深入浅出，接触核心 理解Go语言语法树的工作原理，提升编程技艺，学器的原理与实现，编写更效率的代码；通过理解简单的“凹语言”，深刻理解Go语言特，获得自制一门编程语言的启发。 2.内容针对与专业强 本书面向已经熟练掌握 Go 语言并行项目开发的程序员，也适合想深入了解 Go 语言底层运行机制的程序员阅读，同时可作为对编程语言/编译器有兴趣并行实际项目实践的程序员的参考书。,https://img3m6.ddimg.cn/14/17/11394484016-1_b_1.jpg
Go 语言, Go语言编程 许式伟 吕桂华 等编著 人民邮电出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,2012-09-01,人民邮电出版社,¥12.00,¥31.37,3.83折 ,《Go语言编程》首先概览了Go语言的诞生和发展历程，从面向过程编程特性入手介绍Go语言的基础用法，让有C语言基础的读者可以非常迅速地入门并开始上手用Go语言来解决实际问题，之后介绍了Go语言简洁却又无比强大的面向对象编程特性和并发编程能力，至此读者已经可以理解为什么Go语言是为互联网时代而生的语言。 从实用性角度出发，本书还介绍了Go语言标准库和配套工具的用法，包括安全编程、网络编程、工程管理工具等。 对于希望对Go语言有更深入了解的读者，我们也特别组织了一系列进阶话题，包括语言交互性、链接符号、goroutine机理和接口机制等。,https://img3m0.ddimg.cn/78/33/11226382080-1_b_1.jpg
Go 语言, Go语言核心编程 Go语言实战 Go语言实践编程书 Go语言编程入门教材 golang教程实战自学基础入门精通实践开发 全新正版，支持开电子发票,2021-01-01,电子工业出版社,¥50.96,¥79.00,6.46折 ,,https://img3m2.ddimg.cn/87/34/11334559092-1_b_1.jpg
Go 语言, 【套装3本】Go语言实战 Go语言编程Go Web编程开发go语言编程教程书籍 go语言并发编程指南 go语言程序设计G ,2023-02-09,北京航空航天大学出版社,¥264.00,¥376.00,7.03折 ,,https://img3m2.ddimg.cn/24/19/11371053102-1_b_2.jpg
Go 语言, Go语言从入门到项目实践(超值版) 超值微视频版 清华大学出版社 余建熙 编 ,2022-08-01,清华大学出版社,¥73.30,¥99.00,7.41折 ,,https://img3m9.ddimg.cn/38/17/11421909119-1_b_2.jpg
Go 语言, 【Go语言编程三剑客】GO语言实战+GO语言高级编程+GO web编程go语言入门到精通教程书籍 计算机编程入门程序设计 ,,人民邮电出版社,¥225.90,¥227.00,9.96折 ,,https://img3m6.ddimg.cn/26/30/11110957136-1_b_1.jpg
Go 语言," GO语言高并发与微服务实战 朱荣鑫,黄迪璇,张天 著 中国铁道出版社 本店支持开电子发票，请确认收货以后联系客服提供您的邮箱地址",2020-04-01,中国铁道出版社,¥75.04,¥89.00,8.44折 ,,https://img3m1.ddimg.cn/81/11/11371323231-1_b_1.jpg
Go 语言, Go语言从入门到项目实战：视频版 ,2022-10-01,电子工业出版社,¥85.90,¥108.00,7.96折 ,,https://img3m8.ddimg.cn/97/16/11424675238-1_b_2.jpg
Go 语言, Go语言学习指南惯例模式与编程实践 乔恩·博德纳 机械工业出版社 程序与语言 9787111703839 ,2022-04-01,机械工业出版社,¥97.12,¥119.00,8.17折 ,,https://img3m6.ddimg.cn/74/5/11381891276-1_b_1.jpg
Go 语言, Go语言底层原理剖析 郑建勋 著 电子工业出版社 店内满减，达额立减，可开发票，欢迎选购！【部分套装书为单本价，请咨询线上客服】,2021-08-01,电子工业出版社,¥51.49,¥103.98,4.96折 ,深入浅出，层层递进，讲解Go语言背后的逻辑 对源码进行逐行解析，系统说明底层原理 上百张精美的说明图，让理论学习不再枯燥晦涩 大量特性实现方法与防坑秘籍，构建优雅高效的工业级代码 深度剖析调试与可视化方法，全面提升对复杂程序的掌控力,https://img3m6.ddimg.cn/27/12/11348255286-1_b_1.jpg
Go 语言," Go语言编程 柴树杉,曹春晖 著 人民邮电出版社 9787115510365 正版图书保证质量 七天无理由退货让您购物无忧",2019-07-01,人民邮电出版社,¥63.50,¥89.00,7.14折 ,,https://img3m7.ddimg.cn/49/8/11432412337-1_b_1.jpg
Go 语言," Go语言学习指南 惯例模式与编程实践 (美)乔恩·博德纳 著 杨波,曾智,万学凡 译 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！",2022-05-01,机械工业出版社,¥78.50,¥119.00,6.6折 ,,https://img3m9.ddimg.cn/96/18/11148035379-1_b_2.jpg
Go 语言, Go语言从入门到项目实战（视频版） ,2022-08-01,电子工业,¥76.14,¥108.00,7.05折 ,,https://img3m1.ddimg.cn/14/4/11232216581-1_b_1.jpg
Go 语言, Go语言设计与实现 ,2021-11-01,人民邮电,¥68.45,¥139.80,4.9折 ,,https://img3m0.ddimg.cn/23/12/11039355680-1_b_1.jpg
Go 语言, Go语言之路(从新手到高手的编程思想方法和技巧2)/华章程序员书库机械工业出版社雨韵图书专营店 正版图书保证质量 七天无理由退货让您购物无忧,2021-11-01,机械工业出版社,¥101.20,¥119.00,8.51折 ,（1）作者经验丰富：Go技术专家和架构师，曾任东软集团开发部技监，现为东软睿驰智能网联汽车业务线车联网平台架构师。（2）经典精华提炼：内容基于Go标准库、第三方库、很好Go项目等高质量Go代码，分析并提炼其中编程实践精华。（3）3大社区力荐：Go社区、GopherChina、Go语言中文网3大社。（4）语言设计哲学：从Go语言设计者的角度，透析Go语言设计的哲学，揭开那些看似随意实为精心设计的秘密。（5）Go编程思想：不掌握Go语言编程思想不足以说明精通Go语言编程，本书会无声息地将编程思想融入你的日常编码。（6）66个主题：从项目结构、代码风格、语法及其实现、接口、并发、同步、错误与异常处理、测试与调试、能优化、标准库、第三方库、工具链、Z佳实践、工程实践等方结能帮助初学者快阶的66个主题。,https://img3m2.ddimg.cn/24/30/11336737722-1_b_1.jpg
Go 语言, Go语言编程入门与实战技巧 黄靖钧 电子工业出版社【正版书籍，畅读优品】 全国三仓就近发货，物流快捷，现货正版，活动秒杀，欢迎选购！,2018-09-01,电子工业出版社,¥43.89,¥93.55,4.7折 ,体系完整：通过142个案例，囊括Go语言的主要功能 循序渐进：从基本语法到网络编程，条理清晰，逐步提高 实用参考：包括18个常用标准库，深度讲解Go的实战技巧 原理剖析：深入理解Go语言源码实现，了解程序优化方法,https://img3m2.ddimg.cn/20/26/11441931752-1_b_1.jpg
Go 语言, Go语言学习笔记 Go语言实战指南 go语言编程入门教程 系程语言程序设计教材 go语言程序设计教程书籍 ,,电子工业出版社,¥52.00,¥87.76,5.93折 ,,https://img3m4.ddimg.cn/84/29/11259294834-1_b_1.jpg
Go 语言, Go语言高并发与微服务实战 go语言编程教程书籍 Go语言入门教材书籍 golang教程自学Go语言学习笔记 go语言程 ,,中国铁道出版社,¥90.00,¥90.00,10折,,https://img3m8.ddimg.cn/76/15/11416977868-1_b_1.jpg
Go 语言, Go语言从入门到项目实践 超值版 余建熙Go语言实战Go语言编程入门教材书籍golang教程实战自学基础入门精通实践开发 【需要开票的用户 请联系客服】,,清华大学出版社,¥115.00,¥122.77,9.37折 ,,https://img3m3.ddimg.cn/61/5/11332821913-1_b_1.jpg
Go 语言, Go语言趣学指南 ,2020-04-01,人民邮电,¥48.65,¥69.00,7.06折 ,,https://img3m6.ddimg.cn/6/29/11331544956-1_b_1.jpg
Go 语言, Go语言高并发与微服务实战 中国铁道出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2020-04-01,中国铁道出版社,¥52.50,¥89.00,5.9折 ,深入Go语言和微服务框架，提供高并发场景下Go微服务应用实战案例,https://img3m2.ddimg.cn/93/34/1620874722-1_b_13.jpg
Go 语言, Go语言精进之路：从新手到高手的编程思想、方法和技巧 1 ,2022-01-01,机械工业出版社,¥107.25,¥109.32,9.82折 ,,https://img3m2.ddimg.cn/3/17/11229872052-1_b_1.jpg
Go 语言, GO语言公链开发实战 9787111629870 郑东旭 杨明珠 潘盈瑜 翟萌 机械工业出版社 ,2019-07-01,机械工业出版社,¥60.52,¥89.00,6.8折 ,本书全面详尽地剖析了公链整个技术栈，涵盖公链设计原理、系统架构、底层模型、数据结构与算法、编程环境、上层应用开发等主题，内容深入浅出。在揭示这些技术原理的过程中，作者不满足于浅尝辄止，而是深入到参数解析，使本书除了作为知识学习之外，更成为一本实操的参考书籍。,https://img3m2.ddimg.cn/95/17/11430079052-1_b_1.jpg
Go 语言, Go语言高级编程 go语言进阶实战 GO编程web编程书 云计算云存储区块链时代重要编程语言 Go语言编程自学宝典书籍 ,,人民邮电出版社,¥77.26,¥89.00,8.69折 ,,https://img3m9.ddimg.cn/11/9/11399343329-1_b_1.jpg
Go 语言, Go语言编程之旅 一起用Go做项目+Go语言高编程+Go语言趣学指南 3册 Go语言编程自学从入门到精通 go语言编程技 ,,中国电力出版社,¥285.09,¥319.48,8.93折 ,,https://img3m7.ddimg.cn/87/11/11230530387-1_b_1.jpg
Go 语言, Go语言学习指南：惯例模式与编程实践 Go语言惯例代码设计模式Go语言的基本原理语言惯例的代码 程序 程序设计教材书籍,2022-03-16,机械工业出版社,¥98.80,¥119.00,8.31折 ,,https://img3m6.ddimg.cn/1/12/11205618436-1_b_1.jpg
Go 语言, Go语言**编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 Go语 万卷图书10701,,北岳文艺出版社,¥128.00,¥168.00,7.62折 ,,https://img3m3.ddimg.cn/68/5/680134523-1_b_1.jpg
Go 语言," Go语言实战,[美]威廉·肯尼迪（WilliamKennedy）布赖恩·克特森（BrianKetelsen）埃里克·圣马 新华正版（江苏、广东、成都、湖北、天津）五仓就近发货，80%城市次日达！",2021-04-01,人民邮电出版社,¥33.80,¥69.80,4.85折 ,即便不处理类似可扩展的Web 并发或者实时性能等复杂的系统编程问题，应用程序开发也是一件很好困难的事情。尽管使用一些工具和框架也可以解决这些常见的问题，但Go 语言却以一种更加自然且高效的方式正确处理了这类问题。由谷歌公司开发的Go 语言，为在基础设施中很好依赖高性能服务的初创公司和大企业提供了足够的能力。Go语言实战目标读者是已经有一定其他编程语言经验，想要开始学习Go 语言或者更深入,https://img3m3.ddimg.cn/93/36/11266832703-1_b_2.jpg
Go 语言, Go语言高级编程 柴树杉曹春辉 go语言进阶实战 CGO编程web编程书 云计算云存储区块链时代重要编程语言 ,,人民邮电出版社,¥71.70,¥89.00,8.06折 ,,https://img3m7.ddimg.cn/17/1/11379082787-1_b_1.jpg
Go 语言, GO语言编程从入门到实践 黄永祥 程序语言设计核心编程入门教程 实战自学基础入门精通实践【正版保证】 ,2022-06-01,清华大学出版社,¥83.92,¥108.00,7.78折 ,,https://img3m3.ddimg.cn/51/1/11187497823-1_b_1.jpg
Go 语言, Go语言精进之路：从新手到高手的编程思想、方法和技巧 2 ,2021-12-01,机械工业,¥83.89,¥119.00,7.05折 ,,https://img3m5.ddimg.cn/55/31/11162164915-1_b_1.jpg
Go 语言, GO语言编程从入门到实践+Go语言 2版 2册 黄祥 美 米哈里斯·托卡洛斯 著 刘晓雪 译 清华大学 ,2016-06-01,其他,¥206.00,¥267.00,7.72折 ,,https://img3m4.ddimg.cn/81/22/11444483934-1_b_1.jpg
Go 语言, Go语言从入门到进阶实战（视频教学版） 徐波正版 机械工业出版社正版书籍,2020-06-23,机械工业出版社,¥100.90,¥102.16,9.88折 ,,https://img3m3.ddimg.cn/18/27/1649466243-1_b_1.jpg
Go 语言, Go语言编程 ,2012-09-01,人民邮电,¥34.19,¥49.00,6.98折 ,,https://img3m7.ddimg.cn/75/32/1342846767-1_b_1.jpg
Go 语言, Go语言高并发与微服务实战/Go语言与云原生系列 ,2020-04-01,中国铁道,¥53.67,¥89.00,6.04折 ,,https://img3m7.ddimg.cn/86/10/1637232287-1_b_1.jpg
Go 语言, Go语言底层原理剖析145 郑建勋 著 电子工业出版社 9787121416620 苑,2021-08-01,电子工业出版社,¥64.35,¥99.00,6.5折 ,深入浅出，层层递进，讲解Go语言背后的逻辑 对源码进行逐行解析，系统说明底层原理 上百张精美的说明图，让理论学习不再枯燥晦涩 大量特性实现方法与防坑秘籍，构建优雅高效的工业级代码 深度剖析调试与可视化方法，全面提升对复杂程序的掌控力,https://img3m4.ddimg.cn/97/10/11315538034-1_b_1.jpg
Go 语言, 认准正版！Go语言编程 七牛云存储团队执笔 Go语言程序设计入门到精通 Go语言编程基础教程 Go编程开发书 云存储与云 ,2023-04-27,人民邮电出版社,¥55.00,¥62.00,8.88折 ,,https://img3m7.ddimg.cn/8/21/11433018077-1_b_2.jpg
Go 语言, Go语言开发实战 慕课版 千锋教育 GO语言零基础初学入门教程 Go语言语法面向对象编程网络数据库并发编程 GO从入门到 ,2023-02-12,人民邮电出版社,¥79.00,¥79.00,10折,,https://img3m0.ddimg.cn/17/23/11372287130-1_b_2.jpg
Go 语言, Go语言开发实战 深入Go语言并发原理 挖出并发编程实践 Go语言入门 Go语言实战golang教程实战自学基础入门精通 温馨提示: 正版保障 贴心售后 收藏商品 优先发货 部分书籍卖价高于定价 介者慎拍. 部分赠品赠完为止。,,人民邮电出版社,¥67.00,¥68.00,9.86折 ,,https://img3m1.ddimg.cn/15/19/11423638131-1_b_1.jpg
Go 语言, Go程序设计语言 自由组合套装 机械工业出版社 正版书籍 ,2017-04-01,不详,¥71.34,¥138.00,5.17折 ,,https://img3m9.ddimg.cn/13/12/11390907739-1_b_1.jpg
Go 语言, 【当当网】Go程序设计语言 机械工业出版社 正版原著书籍 ,2017-04-01,不详,¥90.75,¥155.06,5.86折 ,,https://img3m2.ddimg.cn/49/34/11339566672-1_b_1.jpg
Go 语言, Go程序设计语言/计算机科学丛书 ,2017-04-01,机械工业,¥62.41,¥79.00,7.9折 ,,https://img3m4.ddimg.cn/52/6/11020297714-1_b_1.jpg
Go 语言, Go程序设计语言 英文版 艾伦 多诺万 经典原版书库 开放源代码 9787111526285 机械工业出版社旗舰店 旗舰店正版质量保证！支持团购优惠价，出版社库房直发，提供正规电子发票,,机械工业出版社,¥55.30,¥79.00,7折 ,,https://img3m8.ddimg.cn/37/11/11361523078-1_b_1.jpg
Go 语言, Go程序设计语言【放心购买 无忧售后】 【正版书籍 闪电发货 品质无忧 可开发票】,2017-05-01,机械工业出版社,¥32.00,¥208.00,1.54折 ,,https://img3m7.ddimg.cn/25/30/680693137-1_b_1.jpg
Go 语言," Go程序设计语言【正版书籍】 [正版书籍,达额减,现货速发,可开电子发票]",2017-05-01,机械工业出版社,¥98.05,¥245.00,4.01折 ,,https://img3m5.ddimg.cn/64/11/11421965575-1_b_1.jpg
Go 语言, Go程序设计语言（英文版） 自由组合套装 机械工业出版社 正版书籍 【正版现货，售后无忧，可开发票，可团购】,2016-01-01,机械工业出版社,¥62.75,¥79.00,7.95折 ,,https://img3m9.ddimg.cn/25/16/11414890699-1_b_1.jpg
Go 语言, Go程序设计语言(英文版)/经典原版书库 ,2016-01-01,机械工业,¥55.69,¥79.00,7.05折 ,,https://img3m9.ddimg.cn/35/0/1033516079-1_b_1.jpg
Go 语言, Go程序设计语言 自由组合套装 机械工业出版社 正版书籍 【正版现货，售后无忧，可开发票，可团购】,2017-05-01,机械工业出版社,¥58.62,¥79.00,7.43折 ,,https://img3m9.ddimg.cn/97/9/11414856319-1_b_1.jpg
Go 语言, Go程序设计语言 艾伦 多诺万 计算机科学丛书 黑皮书 9787111558422 机械工业出版社 艾伦 A.A. 多诺 支持团购100%正版图书，社库直发，提供正规机打发票，下单填写正确开票信息即可,,机械工业出版社,¥55.30,¥79.00,7折 ,,https://img3m0.ddimg.cn/6/26/11338925010-1_b_1.jpg
Go 语言," Go程序设计语言,艾伦A. A. 多诺万 著；李道兵，高博，庞向才，金鑫鑫，林,机械工业出版社【正版可开发票】 正版图书，本店套装图书部分默认为单本，您下单前可咨询在线客服，谢谢！",2017-05-01,机械工业出版社,¥53.37,¥111.94,4.77折 ,,https://img3m4.ddimg.cn/41/0/1795077644-1_b_3.jpg
Go 语言, Go程序设计语言【新华集团自营】 ,2016-01-01,机械工业出版社,¥42.60,¥79.00,5.4折 ,,https://img3m9.ddimg.cn/93/34/11293095819-1_b_1.jpg
Go 语言, 【全新正版】Go程序设计语言/计算机科学丛书 畅销图书籍 正版书籍 放心购买【需要开票的用户 请联系客服或致电】,,机械工业出版社,¥69.23,¥79.00,8.77折 ,,https://img3m1.ddimg.cn/42/3/11289698781-1_b_1.jpg
Go 语言," Go程序设计语言 艾伦A. A. 多诺万 著,李道兵,高博,庞向才,金鑫鑫,林齐斌 译 机械工业出版社 店内满减，达额立减，可开发票，欢迎选购！【部分套装书为单本价，请咨询线上客服】",2017-05-01,机械工业出版社,¥29.00,¥59.00,4.92折 ,,https://img3m6.ddimg.cn/26/28/11346296966-1_b_1.jpg
Go 语言, Go程序设计语言 机械工业出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2017-04-01,机械工业出版社,¥62.40,¥79.00,7.9折 ,,https://img3m0.ddimg.cn/32/21/11177842730-1_b_1.jpg
Go 语言," Go程序设计语言 (美)艾伦 A.A.多诺万(Alan A.A.Donovan),(美)布莱恩 W.柯尼汉(Brian 全新正版，支持开电子发票",2021-01-01,机械工业出版社,¥76.82,¥79.00,9.73折 ,,https://img3m2.ddimg.cn/7/23/11321096002-1_b_1.jpg
Go 语言, 【量大更优惠】【正版】Go程序设计语言 机械工业出版社 正版书籍 正版新书 正规电子发票 联系客服领取,2017-04-01,不详,¥74.00,¥138.00,5.37折 ,,https://img3m5.ddimg.cn/41/11/11416492535-1_b_1.jpg
Go 语言, Go程序设计语言【满额立减 放心购买】 【满额立减 下单速发 可开发票 正版图书】,2017-05-01,机械工业出版社,¥16.22,¥93.32,1.74折 ,,https://img3m9.ddimg.cn/56/36/640839629-1_b_4.jpg
Go 语言, Go程序设计语言 英文版 艾伦 A A 多诺万 经典*书库 开放源代码 9787111526285机械工业出版社【盛世图 ,,机械工业出版社,¥71.96,¥78.02,9.23折 ,,https://img3m8.ddimg.cn/22/34/11154402688-1_b_1.jpg
Go 语言, Go程序设计语言(英文版) 机械工业出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2016-01-01,机械工业出版社,¥50.60,¥79.00,6.41折 ,,https://img3m0.ddimg.cn/97/33/11179482730-1_b_1.jpg
Go 语言, Go程序设计语言 全新正版图书,2022-02-05,机械工业出版社,¥74.80,¥79.00,9.47折 ,,https://img3m6.ddimg.cn/6/5/11072988636-1_b_1.jpg
Go 语言, Go程序设计语言 自由组合套装 机械工业出版社 正版书籍 ,2017-04-01,不详,¥75.76,¥138.00,5.49折 ,,https://img3m2.ddimg.cn/98/32/11421588122-1_b_1.jpg
Go 语言, Go程序设计语言 ,2017-05-02,机械工业出版社,¥56.24,¥79.20,7.11折 ,,https://img3m4.ddimg.cn/90/27/11318742954-1_b_1.jpg
Go 语言," 【新华正版图书】 Go程序设计语言计算机科学丛书 艾伦A. A. 多诺万 著,李道兵,高博,庞向才,金鑫鑫,林齐斌 译 ",2017-05-01,机械工业出版社,¥44.82,¥79.00,5.68折 ,,https://img3m6.ddimg.cn/79/19/11233520476-1_b_1.jpg
Go 语言, Go程序设计语言【新华集团自营】 ,2017-05-01,机械工业出版社,¥42.60,¥79.00,5.4折 ,,https://img3m9.ddimg.cn/31/22/11293491559-1_b_1.jpg
Go 语言, Go程序设计语言英文版【正版书籍 闪电发货】 【满额立减 下单速发 可开发票 正版图书】,2016-01-01,机械工业出版社,¥25.16,¥170.87,1.48折 ,,https://img3m4.ddimg.cn/83/5/662133764-1_b_3.jpg
Go 语言, 【全新正版】Go程序设计语言/计算机科学丛书 新华书店畅销图书籍 ,,机械工业出版社,¥68.99,¥87.10,7.93折 ,,https://img3m8.ddimg.cn/74/14/11419487318-1_b_1.jpg
Go 语言, Go程序设计语言 英文版 多诺万 The Go Programming Language 谷歌的C语言编程教程 C程序设 ,,机械工业出版社,¥65.00,¥80.00,8.13折 ,,https://img3m2.ddimg.cn/3/7/11262066852-1_b_1.jpg
Go 语言, Go程序设计语言 自由组合套装 机械工业出版社 正版书籍 ,2017-04-01,不详,¥76.31,¥138.00,5.53折 ,,https://img3m9.ddimg.cn/52/1/11413116349-1_b_1.jpg
Go 语言, Go程序设计语言 英文版 多诺万 The Go Programming Language 谷歌的C语言编程教程 C程序设 ,2020-02-29,机械工业出版社,¥77.90,¥79.41,9.81折 ,,https://img3m2.ddimg.cn/67/29/1590708802-1_b_1.jpg
Go 语言, Go程序设计语言 机械工业出版社 ,2017-04-01,机械工业出版社,¥75.20,¥79.16,9.5折 ,,https://img3m4.ddimg.cn/93/23/11375524704-1_b_1.jpg
Go 语言," Go程序设计语言 艾伦A. A. 多诺万 著,李道兵,高博,庞向才,金鑫鑫,林齐斌 译 机械工业出版社，【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",2017-05-01,机械工业出版社,¥31.00,¥69.37,4.47折 ,,https://img3m5.ddimg.cn/56/33/11237967335-1_b_1.jpg
Go 语言, Go程序设计语言 英文版 多诺万 The Go Programming Language 谷歌的C语言编程教程 C程序设 ,2022-08-13,机械工业出版社,¥66.80,¥79.00,8.46折 ,,https://img3m2.ddimg.cn/4/16/11218190152-1_b_1.jpg
Go 语言, Go程序设计语言 艾伦 多诺万 计算机科学丛书 黑皮书 9787111558422 机械工业出版社旗舰店 旗舰店正版质量保证！支持团购优惠价，出版社库房直发，提供正规电子发票,,机械工业出版社,¥55.30,¥79.00,7折 ,,https://img3m8.ddimg.cn/10/12/11361483748-1_b_1.jpg
Go 语言, Go程序设计语言 自由组合套装 机械工业出版社 正版书籍 ,2017-04-01,不详,¥78.00,¥138.00,5.66折 ,,https://img3m7.ddimg.cn/38/15/11395989137-1_b_1.jpg
Go 语言, Go程序设计语言(英文版)/经典原版书库 ,2016-01-01,机械工业,¥55.69,¥79.00,7.05折 ,,https://img3m6.ddimg.cn/61/17/11161481326-1_b_1.jpg
Go 语言, Go程序设计语言英文版机械工业[美]艾伦A.A.多诺万，等97871 ,2016-01-01,机械工业出版社,¥84.77,¥84.77,10折,,https://img3m4.ddimg.cn/59/19/11422815584-1_b_1.jpg
Go 语言, Go程序设计语言(英文版)/经典原版书库 ,2016-01-01,机械工业,¥42.60,¥79.00,5.4折 ,,https://img3m5.ddimg.cn/59/28/11428041695-1_b_1.jpg
